Number,Name,Date,Hour,RecordType,Hurclass,Lat,Lo,Maxwind,Minpress,
AL041951,CHARLIE,19510822,1800,  , HU,22.2,97.5,100,968,
AL041951,CHARLIE,19510822,1900, L, HU,22.3,97.8,100,968,
AL041951,CHARLIE,19510823,0,  , HU,22.3,98.2,65,-999,
AL041951,CHARLIE,19510823,600,  , TS,22.4,98.8,45,-999,
AL041951,CHARLIE,19510823,1200,  , TS,22.4,99.4,35,-999,
AL041951,CHARLIE,19510823,1800,  , TD,22.4,99.9,25,-999,
AL051951,DOG,19510827,600,  , TD,12.3,25.6,25,-999,
AL051951,DOG,19510827,1200,  , TD,12.3,26.6,25,-999,
AL051951,DOG,19510827,1800,  , TD,12.3,27.6,25,-999,
AL051951,DOG,19510828,0,  , TD,12.3,28.7,25,-999,
AL051951,DOG,19510828,600,  , TD,12.3,29.8,25,-999,
AL051951,DOG,19510828,1200,  , TD,12.3,31,25,-999,
AL051951,DOG,19510828,1800,  , TD,12.3,32.3,25,-999,
AL051951,DOG,19510829,0,  , TD,12.3,33.6,25,-999,
AL051951,DOG,19510829,600,  , TD,12.3,34.9,25,-999,
AL051951,DOG,19510829,1200,  , TD,12.3,36.3,25,-999,
AL051951,DOG,19510829,1800,  , TD,12.4,38,25,-999,
AL051951,DOG,19510830,0,  , TD,12.6,39.6,25,-999,
AL051951,DOG,19510830,600,  , TD,12.8,41.2,30,-999,
AL051951,DOG,19510830,1200,  , TD,13,42.8,30,-999,
AL051951,DOG,19510830,1800,  , TD,13.2,44.4,30,-999,
AL051951,DOG,19510831,0,  , TS,13.4,46.1,35,-999,
AL051951,DOG,19510831,600,  , TS,13.6,47.7,40,-999,
AL051951,DOG,19510831,1200,  , TS,13.7,49.4,45,-999,
AL051951,DOG,19510831,1800,  , TS,13.8,51.1,45,-999,
AL051951,DOG,19510901,0,  , TS,13.9,52.8,50,-999,
AL051951,DOG,19510901,600,  , TS,14,54.4,50,-999,
AL051951,DOG,19510901,1200,  , TS,14.1,56,55,-999,
AL051951,DOG,19510901,1800,  , TS,14.1,57.3,60,-999,
AL051951,DOG,19510902,0,  , HU,14.1,58.4,65,-999,
AL051951,DOG,19510902,600,  , HU,14.1,59.7,70,-999,
AL051951,DOG,19510902,1200,  , HU,14.2,61.1,80,-999,
AL051951,DOG,19510902,1800,  , HU,14.2,62.7,75,-999,
AL051951,DOG,19510903,0,  , HU,14.3,64.3,70,992,
AL051951,DOG,19510903,600,  , HU,14.4,65.8,70,-999,
AL051951,DOG,19510903,1200,  , HU,14.6,67.4,70,-999,
AL051951,DOG,19510903,1800,  , HU,14.8,69.4,70,993,
AL051951,DOG,19510904,0,  , HU,15,71.4,65,-999,
AL051951,DOG,19510904,600,  , TS,15.1,73,55,-999,
AL051951,DOG,19510904,1200,  , TS,15.1,74.2,45,1004,
AL051951,DOG,19510904,1800,  , TS,15.2,75.3,40,-999,
AL051951,DOG,19510905,0,  , TS,15.4,76.4,35,-999,
AL051951,DOG,19510905,600,  , TD,15.5,77.9,30,-999,
AL051951,DOG,19510905,1200,  , TD,15.5,79.5,25,-999,
AL061951,EASY,19510901,600,  , TD,12.5,32,30,-999,
AL061951,EASY,19510901,1200,  , TD,13.2,33.3,30,-999,
AL061951,EASY,19510901,1800,  , TS,14,34.5,35,-999,
AL061951,EASY,19510902,0,  , TS,14.6,35.5,35,-999,
AL061951,EASY,19510902,600,  , TS,14.8,36.4,40,-999,
AL061951,EASY,19510902,1200,  , TS,15,37.4,40,-999,
AL061951,EASY,19510902,1800,  , TS,15.3,38.6,40,-999,
AL061951,EASY,19510903,0,  , TS,15.7,40.2,45,-999,
AL061951,EASY,19510903,600,  , TS,16.1,41.8,55,-999,
AL061951,EASY,19510903,1200,  , HU,16.4,43.3,65,-999,
AL061951,EASY,19510903,1800,  , HU,16.6,44.5,70,-999,
AL061951,EASY,19510904,0,  , HU,16.7,45.7,75,-999,
AL061951,EASY,19510904,600,  , HU,16.9,46.9,80,-999,
AL061951,EASY,19510904,1200,  , HU,17.2,48.2,85,-999,
AL061951,EASY,19510904,1800,  , HU,17.8,49.7,90,-999,
AL061951,EASY,19510905,0,  , HU,18.7,51.3,95,-999,
AL061951,EASY,19510905,600,  , HU,19.7,52.9,95,-999,
AL061951,EASY,19510905,1200,  , HU,20.6,54.4,90,-999,
AL061951,EASY,19510905,1800,  , HU,21.2,55.9,90,-999,
AL061951,EASY,19510906,0,  , HU,21.5,57.4,85,-999,
AL061951,EASY,19510906,600,  , HU,21.9,59.1,85,-999,
AL061951,EASY,19510906,1200,  , HU,22.3,60.6,90,967,
AL061951,EASY,19510906,1800,  , HU,22.6,61.9,100,957,
AL061951,EASY,19510907,0,  , HU,23,63.2,110,-999,
AL061951,EASY,19510907,600,  , HU,23.6,64.6,115,-999,
AL061951,EASY,19510907,1200,  , HU,24.5,66,120,-999,
AL061951,EASY,19510907,1800,  , HU,25.4,66.9,125,937,
AL061951,EASY,19510908,0,  , HU,26.2,67.5,130,-999,
AL061951,EASY,19510908,600,  , HU,27.1,67.6,130,-999,
AL061951,EASY,19510908,1200,  , HU,27.9,67.4,125,-999,
AL061951,EASY,19510908,1800,  , HU,28.6,67.1,120,-999,
AL061951,EASY,19510909,0,  , HU,29.4,66.4,110,-999,
AL061951,EASY,19510909,600,  , HU,29.9,65.5,100,-999,
AL061951,EASY,19510909,1200,  , HU,30.5,64.3,95,-999,
AL061951,EASY,19510909,1800,  , HU,31.6,62.6,90,-999,
AL061951,EASY,19510910,0,  , HU,33,61.1,85,-999,
AL061951,EASY,19510910,600,  , HU,34.2,59.7,85,-999,
AL061951,EASY,19510910,1200,  , HU,35.4,58.1,85,-999,
AL061951,EASY,19510910,1800,  , HU,36.7,56.7,80,-999,
AL061951,EASY,19510911,0,  , HU,37.9,55.5,80,-999,
AL061951,EASY,19510911,600,  , HU,39,54.1,75,-999,
AL061951,EASY,19510911,1200,  , HU,39.5,52.6,70,-999,
AL061951,EASY,19510911,1800,  , EX,39.5,51.2,70,-999,
AL061951,EASY,19510912,0,  , EX,39.5,49.9,65,-999,
AL061951,EASY,19510912,600,  , EX,39.5,48.6,65,-999,
AL061951,EASY,19510912,1200,  , EX,39.5,47,60,-999,
AL061951,EASY,19510912,1800,  , EX,39.5,45.5,60,-999,
AL061951,EASY,19510913,0,  , EX,39.7,44,60,-999,
AL061951,EASY,19510913,600,  , EX,40.7,41.5,60,-999,
AL061951,EASY,19510913,1200,  , EX,41.9,39.3,60,-999,
AL061951,EASY,19510913,1800,  , EX,43.2,37,60,-999,
AL061951,EASY,19510914,0,  , EX,44.2,32.2,60,-999,
AL061951,EASY,19510914,600,  , EX,45.2,28,65,-999,
AL061951,EASY,19510914,1200,  , EX,46.3,22.5,65,-999,
AL061951,EASY,19510914,1800,  , EX,47.5,17.1,60,-999,
AL071951,FOX,19510902,1800,  , TD,12.6,20.3,30,-999,
AL071951,FOX,19510903,0,  , TS,12.7,21.8,40,-999,
AL071951,FOX,19510903,600,  , TS,12.8,23.3,45,-999,
AL071951,FOX,19510903,1200,  , TS,13,24.7,50,-999,
AL071951,FOX,19510903,1800,  , TS,13.2,26,50,-999,
AL071951,FOX,19510904,0,  , TS,13.4,27.3,55,-999,
AL071951,FOX,19510904,600,  , TS,13.6,29,55,-999,
AL071951,FOX,19510904,1200,  , TS,14.2,31,55,-999,
AL071951,FOX,19510904,1800,  , TS,14.9,32.8,60,-999,
AL071951,FOX,19510905,0,  , HU,15.6,34.5,65,-999,
AL071951,FOX,19510905,600,  , HU,16.3,36.2,70,-999,
AL071951,FOX,19510905,1200,  , HU,16.8,37.8,75,-999,
AL071951,FOX,19510905,1800,  , HU,17.3,39.3,75,-999,
AL071951,FOX,19510906,0,  , HU,17.8,40.7,80,-999,
AL071951,FOX,19510906,600,  , HU,18.3,42.1,85,-999,
AL071951,FOX,19510906,1200,  , HU,18.9,43.7,90,-999,
AL071951,FOX,19510906,1800,  , HU,19.6,45.6,90,-999,
AL071951,FOX,19510907,0,  , HU,20.3,47.3,95,-999,
AL071951,FOX,19510907,600,  , HU,21.1,49,95,-999,
AL071951,FOX,19510907,1200,  , HU,22,50.7,100,-999,
AL071951,FOX,19510907,1800,  , HU,23.1,52.4,100,-999,
AL071951,FOX,19510908,0,  , HU,24.3,53.8,100,-999,
AL071951,FOX,19510908,600,  , HU,25.5,55.2,95,-999,
AL071951,FOX,19510908,1200,  , HU,27.2,56.6,95,-999,
AL071951,FOX,19510908,1800,  , HU,29.6,57.9,95,-999,
AL071951,FOX,19510909,0,  , HU,32.2,58.7,90,-999,
AL071951,FOX,19510909,600,  , HU,35.1,59.1,90,-999,
AL071951,FOX,19510909,1200,  , HU,37.8,58.2,85,-999,
AL071951,FOX,19510909,1800,  , HU,40.3,54.6,80,-999,
AL071951,FOX,19510910,0,  , EX,42.3,50.5,75,-999,
AL071951,FOX,19510910,600,  , EX,44.5,43.9,75,-999,
AL071951,FOX,19510910,1200,  , EX,47.2,36.8,75,-999,
AL071951,FOX,19510910,1800,  , EX,50,29.8,75,-999,
AL071951,FOX,19510911,0,  , EX,53.5,24,65,-999,
AL071951,FOX,19510911,600,  , EX,57.5,21.2,55,-999,
AL081951,GEORGE,19510919,1800,  , TD,19.4,93.2,30,-999,
AL081951,GEORGE,19510920,0,  , TS,19.5,93.4,40,-999,
AL081951,GEORGE,19510920,600,  , TS,19.7,93.7,40,-999,
AL081951,GEORGE,19510920,1200,  , TS,20.2,94.2,45,-999,
AL081951,GEORGE,19510920,1800,  , TS,20.8,95.2,50,999,
AL081951,GEORGE,19510921,0,  , TS,21,95.8,50,-999,
AL081951,GEORGE,19510921,600,  , TS,21.2,96.4,50,-999,
AL081951,GEORGE,19510921,1200,  , TS,21.5,97.1,50,-999,
AL081951,GEORGE,19510921,1400, L, TS,21.6,97.4,50,-999,
AL081951,GEORGE,19510921,1800,  , TS,21.8,97.8,35,-999,
AL081951,GEORGE,19510922,0,  , TD,22.3,98.6,25,-999,
AL091951,HOW,19510929,0,  , TD,20.2,85.8,25,-999,
AL091951,HOW,19510929,600,  , TD,21.1,86.6,25,-999,
AL091951,HOW,19510929,1200,  , TD,21.9,87.2,25,-999,
AL091951,HOW,19510929,1800,  , TD,22.7,87.3,25,-999,
AL091951,HOW,19510930,0,  , TD,23.3,87.3,25,-999,
AL091951,HOW,19510930,600,  , TD,23.9,87.4,30,-999,
AL091951,HOW,19510930,1200,  , TD,24.5,87.5,30,-999,
AL091951,HOW,19510930,1800,  , TS,25,87.6,35,-999,
AL091951,HOW,19511001,0,  , TS,25.5,87.7,35,-999,
AL091951,HOW,19511001,600,  , TS,25.8,87.6,35,-999,
AL091951,HOW,19511001,1200,  , TS,26.1,86.8,40,1003,
AL091951,HOW,19511001,1800,  , TS,26.3,86,40,-999,
AL091951,HOW,19511002,0,  , TS,26.4,84.8,45,-999,
AL091951,HOW,19511002,600,  , TS,26.6,83.3,55,-999,
AL091951,HOW,19511002,1000, L, TS,26.7,82.3,55,-999,
AL091951,HOW,19511002,1200,  , TS,26.8,81.7,45,-999,
AL091951,HOW,19511002,1800,  , TS,27.6,80.1,50,-999,
AL091951,HOW,19511003,0,  , TS,28.8,78.7,60,-999,
AL091951,HOW,19511003,600,  , HU,30.1,77.3,70,-999,
AL091951,HOW,19511003,1200,  , HU,31.4,76.5,75,982,
AL091951,HOW,19511003,1800,  , HU,32.1,76.1,80,979,
AL091951,HOW,19511004,0,  , HU,32.8,75.7,85,-999,
AL091951,HOW,19511004,600,  , HU,33.6,75.2,85,-999,
AL091951,HOW,19511004,1200,  , HU,34.3,74.6,85,-999,
AL091951,HOW,19511004,1800,  , HU,34.9,74,80,975,
AL091951,HOW,19511005,0,  , HU,35.4,73.4,80,-999,
AL091951,HOW,19511005,600,  , HU,36.1,72.6,80,-999,
AL091951,HOW,19511005,1200,  , HU,36.9,71.6,85,972,
AL091951,HOW,19511005,1800,  , HU,37.7,70.4,85,-999,
AL091951,HOW,19511006,0,  , HU,38.4,69.2,85,-999,
AL091951,HOW,19511006,600,  , HU,39.1,67.6,85,-999,
AL091951,HOW,19511006,1200,  , EX,39.7,65.4,80,-999,
AL091951,HOW,19511006,1800,  , EX,40.3,61.2,75,963,
AL091951,HOW,19511007,0,  , EX,41.2,56.7,75,-999,
AL091951,HOW,19511007,600,  , EX,42.3,51,75,-999,
AL091951,HOW,19511007,1200,  , EX,43.5,45.5,75,-999,
AL091951,HOW,19511007,1800,  , EX,44.7,39.8,75,-999,
AL091951,HOW,19511008,0,  , EX,46.4,34,75,-999,
AL091951,HOW,19511008,600,  , EX,49.3,29.3,75,-999,
AL091951,HOW,19511008,1200,  , EX,52.3,26.3,75,-999,
AL091951,HOW,19511008,1800,  , EX,56.3,23,75,-999,
AL091951,HOW,19511009,0,  , EX,59.3,21,70,-999,
AL091951,HOW,19511009,600,  , EX,64,19.5,65,-999,
AL091951,HOW,19511009,1200,  , EX,67,17,60,-999,
AL091951,HOW,19511009,1800,  , EX,70,13,60,-999,
AL091951,HOW,19511010,0,  , EX,73,8,55,-999,
AL091951,HOW,19511010,600,  , EX,75.5,2,55,-999,
AL091951,HOW,19511010,1200,  , EX,78,   5.0E,50,-999,
AL091951,HOW,19511010,1800,  , EX,79.5,  14.0E,50,-999,
AL091951,HOW,19511011,0,  , EX,80.3,  24.0E,50,-999,
AL091951,HOW,19511011,600,  , EX,80.8,  35.0E,50,-999,
AL091951,HOW,19511011,1200,  , EX,81,  48.0E,50,-999,
AL091951,HOW,19511011,1800,  , EX,81,  63.0E,50,-999,
AL101951,ITEM,19511012,600,  , TD,15.5,80.2,30,-999,
AL101951,ITEM,19511012,1200,  , TD,16.2,80.6,30,-999,
AL101951,ITEM,19511012,1800,  , TD,16.9,81.1,30,-999,
AL101951,ITEM,19511013,0,  , TD,17.4,81.5,30,-999,
AL101951,ITEM,19511013,600,  , TS,17.8,81.8,35,-999,
AL101951,ITEM,19511013,1200,  , TS,18.1,82.1,35,-999,
AL101951,ITEM,19511013,1800,  , TS,18.5,82.2,40,-999,
AL101951,ITEM,19511014,0,  , TS,18.9,82.2,45,-999,
AL101951,ITEM,19511014,600,  , TS,19.5,82,50,-999,
AL101951,ITEM,19511014,1200,  , TS,20.1,81.9,55,-999,
AL101951,ITEM,19511014,1800,  , TS,20.5,81.8,55,1000,
AL101951,ITEM,19511015,0,  , TS,20.7,81.8,55,-999,
AL101951,ITEM,19511015,600,  , TS,20.8,81.9,55,-999,
AL101951,ITEM,19511015,1200,  , TS,20.9,81.9,55,-999,
AL101951,ITEM,19511015,1800,  , TS,21.1,81.9,55,998,
AL101951,ITEM,19511016,0,  , TS,21.3,82,45,-999,
AL101951,ITEM,19511016,600,  , TS,21.5,82,35,-999,
AL101951,ITEM,19511016,1200,  , TD,21.7,82,25,1009,
AL101951,ITEM,19511016,1800,  , TD,22,82.1,25,-999,
AL101951,ITEM,19511017,0,  , TD,22.3,82.3,25,-999,
AL101951,ITEM,19511017,600,  , TD,22.7,82.5,25,-999,
AL101951,ITEM,19511017,1200,  , TD,23.2,82.7,25,-999,
AL101951,ITEM,19511017,1800,  , TD,23.6,82.9,25,-999,
AL111951,JIG,19511015,600,  , TS,27.7,76,50,-999,
AL111951,JIG,19511015,1200,  , HU,29,75.5,65,-999,
AL111951,JIG,19511015,1800,  , HU,30.3,74.9,65,-999,
AL111951,JIG,19511016,0,  , HU,31.1,74.4,65,990,
AL111951,JIG,19511016,600,  , HU,31.5,73.9,65,-999,
AL111951,JIG,19511016,1200,  , TS,31.7,73.3,60,1000,
AL111951,JIG,19511016,1800,  , TS,32,72.6,55,-999,
AL111951,JIG,19511017,0,  , TS,32.4,71.9,55,999,
AL111951,JIG,19511017,600,  , TS,32.9,71,55,-999,
AL111951,JIG,19511017,1200,  , TS,33.4,70.2,55,-999,
AL111951,JIG,19511017,1800,  , TS,33.6,69.9,55,-999,
AL111951,JIG,19511018,0,  , EX,33.8,70.3,60,-999,
AL111951,JIG,19511018,600,  , EX,33.7,71.1,60,-999,
AL111951,JIG,19511018,1200,  , EX,33.5,72,60,-999,
AL111951,JIG,19511018,1800,  , EX,33.2,72.3,55,-999,
AL111951,JIG,19511019,0,  , EX,32.2,72.6,55,-999,
AL111951,JIG,19511019,600,  , EX,31.6,72.7,50,-999,
AL111951,JIG,19511019,1200,  , EX,31,72.1,50,-999,
AL111951,JIG,19511019,1800,  , EX,30.4,71.3,50,-999,
AL111951,JIG,19511020,0,  , EX,29.8,70.7,50,-999,
AL121951,UNNAMED,19511203,1200,  , EX,39,53,60,-999,
AL121951,UNNAMED,19511203,1800,  , EX,38.8,50.5,65,-999,
AL121951,UNNAMED,19511204,0,  , EX,38.6,48.1,65,-999,
AL121951,UNNAMED,19511204,600,  , EX,38.3,45.7,65,-999,
AL121951,UNNAMED,19511204,1200,  , EX,38,44.5,65,-999,
AL121951,UNNAMED,19511204,1800,  , EX,37.7,44.4,65,-999,
AL121951,UNNAMED,19511205,0,  , EX,37.5,44.9,65,-999,
AL121951,UNNAMED,19511205,600,  , EX,37.3,45.4,65,-999,
AL121951,UNNAMED,19511205,1200,  , EX,37,46,65,-999,
AL121951,UNNAMED,19511205,1800,  , EX,36.7,46.8,60,-999,
AL121951,UNNAMED,19511206,0,  , EX,36.4,47.7,60,-999,
AL121951,UNNAMED,19511206,600,  , EX,36,48.4,60,-999,
AL121951,UNNAMED,19511206,1200,  , EX,35.5,48.6,60,-999,
AL121951,UNNAMED,19511206,1800,  , EX,35.1,48,60,-999,
AL121951,UNNAMED,19511207,0,  , EX,34.8,47,60,-999,
AL121951,UNNAMED,19511207,600,  , TS,34.6,46.4,60,-999,
AL121951,UNNAMED,19511207,1200,  , HU,34.5,46,65,-999,
AL121951,UNNAMED,19511207,1800,  , HU,34.4,46.2,70,-999,
AL121951,UNNAMED,19511208,0,  , HU,34,46.3,70,-999,
AL121951,UNNAMED,19511208,600,  , HU,33.3,46.4,65,-999,
AL121951,UNNAMED,19511208,1200,  , TS,32.7,46.3,60,-999,
AL121951,UNNAMED,19511208,1800,  , TS,32.6,45.7,55,-999,
AL121951,UNNAMED,19511209,0,  , TS,32.5,44.8,55,-999,
AL121951,UNNAMED,19511209,600,  , TS,32.5,43.7,50,-999,
AL121951,UNNAMED,19511209,1200,  , TS,32.7,42.3,50,-999,
AL121951,UNNAMED,19511209,1800,  , TS,33.5,40.2,50,-999,
AL121951,UNNAMED,19511210,0,  , TS,35,37.6,50,-999,
AL121951,UNNAMED,19511210,600,  , TS,36.5,34.8,55,-999,
AL121951,UNNAMED,19511210,1200,  , TS,37.8,32,55,-999,
AL121951,UNNAMED,19511210,1800,  , TS,38.8,30,55,-999,
AL121951,UNNAMED,19511211,0,  , TS,39,28.8,50,-999,
AL121951,UNNAMED,19511211,600,  , EX,39,27.7,45,-999,
AL121951,UNNAMED,19511211,1200,  , EX,39.2,26.5,40,-999,
AL121951,UNNAMED,19511211,1800,  , EX,39.6,25.5,40,-999,
AL121951,UNNAMED,19511212,0,  , EX,40.5,24.7,35,-999,
AL121951,UNNAMED,19511212,600,  , EX,41.5,24,35,-999,
AL011952,UNNAMED,19520202,600,  , LO,18.5,87.2,25,-999,
AL011952,UNNAMED,19520202,1200,  , LO,19.5,87.4,25,-999,
AL011952,UNNAMED,19520202,1800,  , LO,21.8,85.5,30,-999,
AL011952,UNNAMED,19520203,0,  , LO,23.7,82.8,40,-999,
AL011952,UNNAMED,19520203,600,  , LO,26.2,80.6,55,-999,
AL011952,UNNAMED,19520203,1200,  , TS,28.9,78.6,55,-999,
AL011952,UNNAMED,19520203,1800,  , TS,31,77.3,60,-999,
AL011952,UNNAMED,19520204,0,  , TS,33.1,75.8,60,-999,
AL011952,UNNAMED,19520204,600,  , EX,35.4,74.3,60,-999,
AL011952,UNNAMED,19520204,1200,  , EX,38.4,72,60,-999,
AL011952,UNNAMED,19520204,1800,  , EX,41.4,69.7,55,-999,
AL011952,UNNAMED,19520205,0,  , EX,43.8,68.4,50,-999,
AL011952,UNNAMED,19520205,600,  , EX,46.5,67.4,45,-999,
AL021952,ABLE,19520818,600,  , TD,14.6,19,25,-999,
AL021952,ABLE,19520818,1200,  , TD,14.4,19.6,25,-999,
AL021952,ABLE,19520818,1800,  , TD,14.3,20.5,25,-999,
AL021952,ABLE,19520819,0,  , TD,14.1,21.5,25,-999,
AL021952,ABLE,19520819,600,  , TD,13.9,22.6,25,-999,
AL021952,ABLE,19520819,1200,  , TD,13.7,23.7,25,-999,
AL021952,ABLE,19520819,1800,  , TD,13.4,25.1,25,-999,
AL021952,ABLE,19520820,0,  , TD,13.2,26.6,25,-999,
AL021952,ABLE,19520820,600,  , TD,13,28.2,25,-999,
AL021952,ABLE,19520820,1200,  , TD,12.8,29.8,25,-999,
AL021952,ABLE,19520820,1800,  , TD,12.6,31.4,25,-999,
AL021952,ABLE,19520821,0,  , TD,12.4,33.1,25,-999,
AL021952,ABLE,19520821,600,  , TD,12.3,34.8,25,-999,
AL021952,ABLE,19520821,1200,  , TD,12.3,36.6,25,-999,
AL021952,ABLE,19520821,1800,  , TD,12.3,38.4,25,-999,
AL021952,ABLE,19520822,0,  , TD,12.3,40.1,25,-999,
AL021952,ABLE,19520822,600,  , TD,12.6,41.8,25,-999,
AL021952,ABLE,19520822,1200,  , TD,13,43.4,25,-999,
AL021952,ABLE,19520822,1800,  , TD,13.5,45,25,-999,
AL021952,ABLE,19520823,0,  , TD,14,46.6,25,-999,
AL021952,ABLE,19520823,600,  , TD,14.5,48.2,25,-999,
AL021952,ABLE,19520823,1200,  , TD,15,49.8,25,-999,
AL021952,ABLE,19520823,1800,  , TD,15.5,51.2,25,-999,
AL021952,ABLE,19520824,0,  , TD,16,52.4,25,-999,
AL021952,ABLE,19520824,600,  , TD,16.5,53.6,25,-999,
AL021952,ABLE,19520824,1200,  , TD,17,54.8,30,-999,
AL021952,ABLE,19520824,1800,  , TS,17.5,55.8,35,-999,
AL021952,ABLE,19520825,0,  , TS,18,56.7,35,-999,
AL021952,ABLE,19520825,600,  , TS,18.6,57.6,35,-999,
AL021952,ABLE,19520825,1200,  , TS,19.3,58.4,35,-999,
AL021952,ABLE,19520825,1800,  , TS,19.8,59.1,40,-999,
AL021952,ABLE,19520826,0,  , TS,20,59.9,40,-999,
AL021952,ABLE,19520826,600,  , TS,20.3,60.8,45,-999,
AL021952,ABLE,19520826,1200,  , TS,20.7,61.7,45,-999,
AL021952,ABLE,19520826,1800,  , TS,21.1,62.4,50,-999,
AL021952,ABLE,19520827,0,  , TS,21.4,63.1,50,-999,
AL021952,ABLE,19520827,600,  , TS,21.7,63.8,55,-999,
AL021952,ABLE,19520827,1200,  , TS,21.9,64.6,55,1003,
AL021952,ABLE,19520827,1800,  , TS,22.2,65.6,60,998,
AL021952,ABLE,19520828,0,  , TS,22.7,66.7,60,-999,
AL021952,ABLE,19520828,600,  , TS,23.4,68,55,-999,
AL021952,ABLE,19520828,1200,  , TS,24.2,69.3,55,1002,
AL021952,ABLE,19520828,1800,  , TS,25.1,70.6,50,1003,
AL021952,ABLE,19520829,0,  , TS,25.9,71.9,50,-999,
AL021952,ABLE,19520829,600,  , TS,26.7,73.4,55,-999,
AL021952,ABLE,19520829,1200,  , TS,27.4,74.9,60,999,
AL021952,ABLE,19520829,1800,  , HU,27.9,76.3,65,-999,
AL021952,ABLE,19520830,0,  , HU,28.5,77.7,65,-999,
AL021952,ABLE,19520830,600,  , HU,29.1,78.8,70,-999,
AL021952,ABLE,19520830,1200,  , HU,29.8,79.5,70,992,
AL021952,ABLE,19520830,1800,  , HU,30.7,79.9,80,983,
AL021952,ABLE,19520831,0,  , HU,31.7,80.4,85,-999,
AL021952,ABLE,19520831,300, L, HU,32.3,80.6,85,-999,
AL021952,ABLE,19520831,600,  , HU,32.9,80.8,65,-999,
AL021952,ABLE,19520831,1200,  , TS,34.2,80.9,45,-999,
AL021952,ABLE,19520831,1800,  , TS,35.4,80.6,40,-999,
AL021952,ABLE,19520901,0,  , TS,36.6,79.9,40,-999,
AL021952,ABLE,19520901,600,  , TS,38.1,78.6,45,-999,
AL021952,ABLE,19520901,1200,  , TS,39.5,77.1,50,-999,
AL021952,ABLE,19520901,1800,  , TS,40.8,75,50,-999,
AL021952,ABLE,19520902,0,  , TS,42.2,72.9,45,-999,
AL021952,ABLE,19520902,600,  , TD,43,71.5,30,-999,
AL021952,ABLE,19520902,1200,  , TD,43.9,70,25,-999,
AL021952,ABLE,19520902,1800,  , TD,45.5,68.2,25,-999,
AL021952,ABLE,19520903,0,  , TD,47.2,65.8,25,-999,
AL021952,ABLE,19520903,600,  , TD,48.5,63.5,20,-999,
AL031952,UNNAMED,19520827,1800,  , TS,32.2,77.6,45,-999,
AL031952,UNNAMED,19520828,0,  , TS,33.3,78.2,45,1000,
AL031952,UNNAMED,19520828,200, L, TS,33.7,78.7,45,1000,
AL031952,UNNAMED,19520828,600,  , TS,34.4,79.5,40,-999,
AL031952,UNNAMED,19520828,1200,  , TD,35.7,81,30,-999,
AL031952,UNNAMED,19520828,1800,  , TD,37.5,82.3,20,-999,
AL041952,BAKER,19520831,600,  , TS,15.4,53.9,50,-999,
AL041952,BAKER,19520831,1200,  , TS,16.1,55.1,55,-999,
AL041952,BAKER,19520831,1800,  , TS,16.8,56.3,60,-999,
AL041952,BAKER,19520901,0,  , TS,17.5,57.5,60,-999,
AL041952,BAKER,19520901,600,  , TS,18.2,58.7,60,1003,
AL041952,BAKER,19520901,1200,  , TS,19.1,59.7,60,-999,
AL041952,BAKER,19520901,1800,  , HU,20.1,60.5,65,-999,
AL041952,BAKER,19520902,0,  , HU,21.1,61.2,65,-999,
AL041952,BAKER,19520902,600,  , HU,22,62.1,65,-999,
AL041952,BAKER,19520902,1200,  , HU,22.8,63,65,993,
AL041952,BAKER,19520902,1800,  , HU,23.7,64.2,65,996,
AL041952,BAKER,19520903,0,  , HU,24.5,65.3,65,-999,
AL041952,BAKER,19520903,600,  , HU,25.2,66.3,65,-999,
AL041952,BAKER,19520903,1200,  , HU,25.9,67.1,65,993,
AL041952,BAKER,19520903,1800,  , HU,26.5,68,65,993,
AL041952,BAKER,19520904,0,  , HU,27.4,69,65,-999,
AL041952,BAKER,19520904,600,  , HU,28.4,69.8,70,-999,
AL041952,BAKER,19520904,1200,  , HU,29.5,70.4,70,-999,
AL041952,BAKER,19520904,1800,  , HU,30.7,70.7,70,983,
AL041952,BAKER,19520905,0,  , HU,31.6,70.9,70,-999,
AL041952,BAKER,19520905,600,  , HU,32.2,71.1,70,-999,
AL041952,BAKER,19520905,1200,  , HU,32.7,71.2,70,-999,
AL041952,BAKER,19520905,1800,  , HU,33.1,71,70,983,
AL041952,BAKER,19520906,0,  , HU,33.4,70.7,75,-999,
AL041952,BAKER,19520906,600,  , HU,33.7,70.4,75,-999,
AL041952,BAKER,19520906,1200,  , HU,34.3,69.7,75,981,
AL041952,BAKER,19520906,1800,  , HU,35.1,69,80,978,
AL041952,BAKER,19520907,0,  , HU,36.2,67.9,90,-999,
AL041952,BAKER,19520907,600,  , HU,37.6,66,95,-999,
AL041952,BAKER,19520907,1200,  , HU,38.9,63.5,95,-999,
AL041952,BAKER,19520907,1800,  , HU,40.4,60.1,95,969,
AL041952,BAKER,19520908,0,  , EX,42.5,56.4,90,-999,
AL041952,BAKER,19520908,600,  , EX,45.4,52.3,85,-999,
AL041952,BAKER,19520908,1200,  , EX,48,48.9,80,-999,
AL041952,BAKER,19520908,1800,  , EX,50,47.3,75,-999,
AL041952,BAKER,19520909,0,  , EX,51.8,47,75,-999,
AL041952,BAKER,19520909,600,  , EX,53.8,46,75,-999,
AL041952,BAKER,19520909,1200,  , EX,55.8,45,70,-999,
AL041952,BAKER,19520909,1800,  , EX,57,44,55,-999,
